0.128079845, 9.924683885, 0.138526304
0.130550626, 9.874178487, 0.149814777
0.133021459, 9.76596952, 0.188358841
0.13549224, 9.808832416, 0.234281867
0.137963074, 9.70874479, 0.267097195
0.140433855, 9.669485601, 0.307235273
0.142904636, 9.7445223, 0.336885299
0.145376772, 9.728651416, 0.362583855
0.147847605, 9.749198074, 0.387014539
0.150318386, 9.769146088, 0.399697843
0.15278922, 9.768081124, 0.411387447
0.155260001, 9.835079454, 0.414475672
0.157730782, 9.926698908, 0.415421721
0.160201615, 9.949378133, 0.407955147
0.162672449, 9.993518754, 0.396148752
0.16514323, 9.9761208, 0.379058424
0.167614011, 9.9605394, 0.357785282
0.170084793, 9.907083317, 0.337413383
0.172566824, 9.957838875, 0.30326209
0.175037605, 9.93328108, 0.273407763
0.177508386, 9.845344722, 0.231849566
0.17997922, 9.838317937, 0.191503525
0.182450001, 9.794256749, 0.15206059
0.184920782, 9.795382207, 0.108321804
0.187391563, 9.742916473, 0.062092205
0.189862345, 9.728475768, 0.019863358
0.192333178, 9.713819307, 0.027470472
0.194804011, 9.642430502, 0.071568763
0.197274793, 9.639921499, 0.116900968
0.199745574, 9.730170575, 0.161459765
0.202216407, 9.708930639, 0.192278444
0.204687188, 9.686263687, 0.226369533
0.207152657, 9.770844265, 0.262607235
0.20962349, 9.834250822, 0.295560477
0.212094324, 9.851467477, 0.314809734
0.214565053, 9.821519788, 0.331828797
0.217035834, 9.893111705, 0.346766379
0.219506668, 9.932468451, 0.355270406
0.221977449, 9.96637194, 0.358503284
0.22444823, 10.02552322, 0.357438688
0.226919063, 10.02680278, 0.347848853
0.229389897, 10.07438989, 0.330815347
0.231860678, 10.0907022, 0.315904948
0.234353126, 10.06634292, 0.296692887
0.236823907, 10.13378288, 0.269012198
0.239294688, 10.09771441, 0.235974426
0.24176547, 10.08364953, 0.206166779
0.244236251, 10.06513095, 0.169900128
0.246707084, 10.0184913, 0.130492009
0.249177918, 9.999671789, 0.092131721
0.251648699, 10.01269075, 0.051783112
0.25411948, 10.04381445, 0.020755174
0.256590261, 9.979588883, 0.031903795
0.259061095, 9.951095777, 0.073285611
0.261531876, 9.935814511, 0.109244741
0.264002657, 9.965806407, 0.149293089
0.26647349, 9.874045453, 0.184721549
0.268910157, 9.845556068, 0.215711559
0.27138099, 9.807956867, 0.241534478
0.273851772, 9.761581031, 0.269342485
0.276322605, 9.806378962, 0.290739215
0.278793386, 9.713418374, 0.303552212
0.28126422, 9.693089998, 0.316850814
0.283734949, 9.675959985, 0.324192317
0.286205782, 9.661786342, 0.323050602
0.288676615, 9.6123898, 0.321841695
0.291147397, 9.600325767, 0.312957607
0.29361823, 9.598031452, 0.301068309
0.296089011, 9.578057544, 0.289229098
0.298582345, 9.545207996, 0.26469497
0.301075626, 9.523334177, 0.243372642
0.303546407, 9.505227122, 0.214630818
0.30601724, 9.518020993, 0.188203872
0.308488022, 9.522205526, 0.153378162
0.310958855, 9.538887654, 0.115146454
0.313429636, 9.549898715, 0.082420862
0.315900418, 9.551945644, 0.049250625
0.318371251, 9.599653311, 0.01913369
0.320842032, 9.66457654, 0.027513017
0.323312813, 9.67223444, 0.058086439
0.325783595, 9.703168501, 0.090698672
0.328129324, 9.777403553, 0.117956919
0.330600105, 9.809115623, 0.149799541
0.333066459, 9.815038757, 0.177507343
0.33553724, 9.854719596, 0.199733616
0.338023751, 9.864287789, 0.218890188
0.340510261, 9.91012462, 0.234868608
0.342981043, 9.930167206, 0.250830413
0.345452657, 9.915376244, 0.256213671
0.347923438, 10.02871657, 0.261495808
0.350382865, 10.04663748, 0.261535493
0.352853647, 10.01623783, 0.260568999
0.355327761, 9.999388503, 0.255240388
0.357801876, 9.959624971, 0.244524354
0.360272657, 9.977354807, 0.229767829
0.362742657, 10.00214323, 0.212831067
0.365213438, 10.02364378, 0.190372585
0.36768422, 10.02450066, 0.166201652
0.370155001, 9.99721056, 0.142956815
0.372625834, 10.02380954, 0.112888296
